_input,_num,_widgetName,_source,_resultNumber,_pageUrl,column_1_number,column_2,column_3,column_4_number,column_4,column_5_number,column_6,column_7
webpage/url:http://msn.foxsports.com/collegefootball/team/georgia-tech-yellow-jackets-football/roster/86042?q=georgia-tech-yellow-jackets-football|,914,RostersTake1,RostersTake1,44,http://msn.foxsports.com/collegefootball/team/georgia-tech-yellow-jackets-football/roster/86042?q=georgia-tech-yellow-jackets-football,17,Ty Griffin,QB,6; 0,6'0",185,Fr,Atlanta GA
webpage/url:http://msn.foxsports.com/collegefootball/team/north-carolina-state-wolfpack-football/roster/86044?q=north-carolina-state-wolfpack-football|,1034,RostersTake1,RostersTake1,44,http://msn.foxsports.com/collegefootball/team/north-carolina-state-wolfpack-football/roster/86044?q=north-carolina-state-wolfpack-football,16,D.J. Hunt,RB,5; 10,5'10",205,So,Raleigh NC
webpage/url:http://msn.foxsports.com/collegefootball/team/virginia-cavaliers-football/roster/86046?q=virginia-cavaliers-football|,1150,RostersTake1,RostersTake1,44,http://msn.foxsports.com/collegefootball/team/virginia-cavaliers-football/roster/86046?q=virginia-cavaliers-football,5,Tim Harris,CB,6; 2,6'2",190,So,Richmond VA
webpage/url:http://msn.foxsports.com/collegefootball/team/pittsburgh-panthers-football/roster/86050?q=pittsburgh-panthers-football|,1251,RostersTake1,RostersTake1,44,http://msn.foxsports.com/collegefootball/team/pittsburgh-panthers-football/roster/86050?q=pittsburgh-panthers-football,29,Rachid Ibrahim,RB,6; 1,6'1",185,So,Rockville MD
webpage/url:http://msn.foxsports.com/collegefootball/team/wake-forest-demon-deacons-football/roster/86045?q=wake-forest-demon-deacons-football|,1346,RostersTake1,RostersTake1,44,http://msn.foxsports.com/collegefootball/team/wake-forest-demon-deacons-football/roster/86045?q=wake-forest-demon-deacons-football,87,Brad Idzik,WR,6; 1,6'1",200,Sr,Mercer Island WA
webpage/url:http://msn.foxsports.com/collegefootball/team/syracuse-orange-football/roster/86055?q=syracuse-orange-football|,1437,RostersTake1,RostersTake1,44,http://msn.foxsports.com/collegefootball/team/syracuse-orange-football/roster/86055?q=syracuse-orange-football,37,Ross Krautman,K,5; 7,5'7",160,Sr,Franklin Lakes NJ
webpage/url:http://msn.foxsports.com/collegefootball/team/north-carolina-tar-heels-football/roster/86047?q=north-carolina-tar-heels-football|,45,RostersTake1,RostersTake1,45,http://msn.foxsports.com/collegefootball/team/north-carolina-tar-heels-football/roster/86047?q=north-carolina-tar-heels-football,1,Khris Francis,RB,5; 9,5'9",195,So,Durham NC
webpage/url:http://msn.foxsports.com/collegefootball/team/duke-blue-devils-football/roster/86041?q=duke-blue-devils-football|,178,RostersTake1,RostersTake1,45,http://msn.foxsports.com/collegefootball/team/duke-blue-devils-football/roster/86041?q=duke-blue-devils-football,22,Britton Grier,DE,6; 1,6'1",245,Jr,Charlotte NC
webpage/url:http://msn.foxsports.com/collegefootball/team/clemson-tigers-football/roster/86040?q=clemson-tigers-football|,289,RostersTake1,RostersTake1,45,http://msn.foxsports.com/collegefootball/team/clemson-tigers-football/roster/86040?q=clemson-tigers-football,57,Jay Guillermo,C,6; 3,6'3",315,So,Maryville TN
webpage/url:http://msn.foxsports.com/collegefootball/team/virginia-tech-hokies-football/roster/86054?q=virginia-tech-hokies-football|,407,RostersTake1,RostersTake1,45,http://msn.foxsports.com/collegefootball/team/virginia-tech-hokies-football/roster/86054?q=virginia-tech-hokies-football,27,A.J. Hughes,P,6; 1,6'1",212,Jr,Terre Haute IN
webpage/url:http://msn.foxsports.com/collegefootball/team/miami-(fl)-hurricanes-football/roster/86056?q=miami-(fl)-hurricanes-football|,510,RostersTake1,RostersTake1,45,http://msn.foxsports.com/collegefootball/team/miami-(fl)-hurricanes-football/roster/86056?q=miami-(fl)-hurricanes-football,34,Josh Harris,WR,6; 0,6'0",180,Fr,Muttontown NY
webpage/url:http://msn.foxsports.com/collegefootball/team/florida-state-seminoles-football/roster/86043?q=florida-state-seminoles-football|,626,RostersTake1,RostersTake1,45,http://msn.foxsports.com/collegefootball/team/florida-state-seminoles-football/roster/86043?q=florida-state-seminoles-football,51,Bobby Hart,OL,6; 4,6'4",318,Sr,Lauderhill FL
webpage/url:http://msn.foxsports.com/collegefootball/team/boston-college-eagles-football/roster/86049?q=boston-college-eagles-football|,728,RostersTake1,RostersTake1,45,http://msn.foxsports.com/collegefootball/team/boston-college-eagles-football/roster/86049?q=boston-college-eagles-football,99,Brian Mihalik,DL,6; 9,6'9",288,Sr,Avon Lake OH
webpage/url:http://msn.foxsports.com/collegefootball/team/louisville-cardinals-football/roster/86145?q=louisville-cardinals-football|,798,RostersTake1,RostersTake1,45,http://msn.foxsports.com/collegefootball/team/louisville-cardinals-football/roster/86145?q=louisville-cardinals-football,77,Abraham Garcia,OL,6; 5,6'5",347,Jr,Fort Lauderdale FL
webpage/url:http://msn.foxsports.com/collegefootball/team/georgia-tech-yellow-jackets-football/roster/86042?q=georgia-tech-yellow-jackets-football|,915,RostersTake1,RostersTake1,45,http://msn.foxsports.com/collegefootball/team/georgia-tech-yellow-jackets-football/roster/86042?q=georgia-tech-yellow-jackets-football,33,Beau Hankins,LB,6; 1,6'1",232,So,Birmingham AL
webpage/url:http://msn.foxsports.com/collegefootball/team/north-carolina-state-wolfpack-football/roster/86044?q=north-carolina-state-wolfpack-football|,1035,RostersTake1,RostersTake1,45,http://msn.foxsports.com/collegefootball/team/north-carolina-state-wolfpack-football/roster/86044?q=north-carolina-state-wolfpack-football,73,Andy Jomantas,T,6; 7,6'7",288,Sr,Dayton OH
webpage/url:http://msn.foxsports.com/collegefootball/team/virginia-cavaliers-football/roster/86046?q=virginia-cavaliers-football|,1151,RostersTake1,RostersTake1,45,http://msn.foxsports.com/collegefootball/team/virginia-cavaliers-football/roster/86046?q=virginia-cavaliers-football,29,D.J. Hill,LB,6; 0,6'0",220,Sr,Covington GA
webpage/url:http://msn.foxsports.com/collegefootball/team/pittsburgh-panthers-football/roster/86050?q=pittsburgh-panthers-football|,1252,RostersTake1,RostersTake1,45,http://msn.foxsports.com/collegefootball/team/pittsburgh-panthers-football/roster/86050?q=pittsburgh-panthers-football,3,Chris James,RB,5; 11,5'11",210,Fr,Chicago IL
webpage/url:http://msn.foxsports.com/collegefootball/team/wake-forest-demon-deacons-football/roster/86045?q=wake-forest-demon-deacons-football|,1347,RostersTake1,RostersTake1,45,http://msn.foxsports.com/collegefootball/team/wake-forest-demon-deacons-football/roster/86045?q=wake-forest-demon-deacons-football,63,Dylan Intemann,T,6; 5,6'5",310,Jr,Wake Forest NC
webpage/url:http://msn.foxsports.com/collegefootball/team/syracuse-orange-football/roster/86055?q=syracuse-orange-football|,1438,RostersTake1,RostersTake1,45,http://msn.foxsports.com/collegefootball/team/syracuse-orange-football/roster/86055?q=syracuse-orange-football,58,Hernz Laguerre,LB,6; 0,6'0",220,Jr,Spring Valley NY
webpage/url:http://msn.foxsports.com/collegefootball/team/north-carolina-tar-heels-football/roster/86047?q=north-carolina-tar-heels-football|,46,RostersTake1,RostersTake1,46,http://msn.foxsports.com/collegefootball/team/north-carolina-tar-heels-football/roster/86047?q=north-carolina-tar-heels-football,82,Brandon Fritts,TE,6; 4,6'4",215,Fr,Mentor OH
webpage/url:http://msn.foxsports.com/collegefootball/team/duke-blue-devils-football/roster/86041?q=duke-blue-devils-football|,179,RostersTake1,RostersTake1,46,http://msn.foxsports.com/collegefootball/team/duke-blue-devils-football/roster/86041?q=duke-blue-devils-football,38,Grant Hall,S,5; 10,5'10",180,So,Suwanne GA
webpage/url:http://msn.foxsports.com/collegefootball/team/clemson-tigers-football/roster/86040?q=clemson-tigers-football|,290,RostersTake1,RostersTake1,46,http://msn.foxsports.com/collegefootball/team/clemson-tigers-football/roster/86040?q=clemson-tigers-football,35,Quintin Hall,LB,6; 0,6'0",225,So,Piedmont SC
webpage/url:http://msn.foxsports.com/collegefootball/team/virginia-tech-hokies-football/roster/86054?q=virginia-tech-hokies-football|,408,RostersTake1,RostersTake1,46,http://msn.foxsports.com/collegefootball/team/virginia-tech-hokies-football/roster/86054?q=virginia-tech-hokies-football,49,Dakota Jackson,TE,6; 3,6'3",256,So,Roanoke VA
webpage/url:http://msn.foxsports.com/collegefootball/team/miami-(fl)-hurricanes-football/roster/86056?q=miami-(fl)-hurricanes-football|,511,RostersTake1,RostersTake1,46,http://msn.foxsports.com/collegefootball/team/miami-(fl)-hurricanes-football/roster/86056?q=miami-(fl)-hurricanes-football,33,Trent Harris,DE,6; 2,6'2",242,Fr,Winter Park FL
webpage/url:http://msn.foxsports.com/collegefootball/team/florida-state-seminoles-football/roster/86043?q=florida-state-seminoles-football|,627,RostersTake1,RostersTake1,46,http://msn.foxsports.com/collegefootball/team/florida-state-seminoles-football/roster/86043?q=florida-state-seminoles-football,33,Jonathan Hernandez,P,6; 4,6'4",208,So,Bradenton FL
webpage/url:http://msn.foxsports.com/collegefootball/team/boston-college-eagles-football/roster/86049?q=boston-college-eagles-football|,729,RostersTake1,RostersTake1,46,http://msn.foxsports.com/collegefootball/team/boston-college-eagles-football/roster/86049?q=boston-college-eagles-football,28,Matt Milano,LB,6; 0,6'0",215,So,Orlando FL
webpage/url:http://msn.foxsports.com/collegefootball/team/louisville-cardinals-football/roster/86145?q=louisville-cardinals-football|,799,RostersTake1,RostersTake1,46,http://msn.foxsports.com/collegefootball/team/louisville-cardinals-football/roster/86145?q=louisville-cardinals-football,11,Will Gardner,QB,6; 5,6'5",230,So,Douglas GA
webpage/url:http://msn.foxsports.com/collegefootball/team/georgia-tech-yellow-jackets-football/roster/86042?q=georgia-tech-yellow-jackets-football|,916,RostersTake1,RostersTake1,46,http://msn.foxsports.com/collegefootball/team/georgia-tech-yellow-jackets-football/roster/86042?q=georgia-tech-yellow-jackets-football,,Zack Harness,OL,6; 3,6'3",315,Fr,Senoia GA
webpage/url:http://msn.foxsports.com/collegefootball/team/north-carolina-state-wolfpack-football/roster/86044?q=north-carolina-state-wolfpack-football|,1036,RostersTake1,RostersTake1,46,http://msn.foxsports.com/collegefootball/team/north-carolina-state-wolfpack-football/roster/86044?q=north-carolina-state-wolfpack-football,20,Hakim Jones,S,6; 2,6'2",198,Jr,Henderson NC
webpage/url:http://msn.foxsports.com/collegefootball/team/virginia-cavaliers-football/roster/86046?q=virginia-cavaliers-football|,1152,RostersTake1,RostersTake1,46,http://msn.foxsports.com/collegefootball/team/virginia-cavaliers-football/roster/86046?q=virginia-cavaliers-football,22,Drequan Hoskey,CB,6; 0,6'0",180,Sr,Richmond VA
webpage/url:http://msn.foxsports.com/collegefootball/team/pittsburgh-panthers-football/roster/86050?q=pittsburgh-panthers-football|,1253,RostersTake1,RostersTake1,46,http://msn.foxsports.com/collegefootball/team/pittsburgh-panthers-football/roster/86050?q=pittsburgh-panthers-football,54,Tyrique Jarrett,DL,6; 3,6'3",335,So,Pittsburgh PA
webpage/url:http://msn.foxsports.com/collegefootball/team/wake-forest-demon-deacons-football/roster/86045?q=wake-forest-demon-deacons-football|,1348,RostersTake1,RostersTake1,46,http://msn.foxsports.com/collegefootball/team/wake-forest-demon-deacons-football/roster/86045?q=wake-forest-demon-deacons-football,2,Matt James,WR,6; 5,6'5",220,Sr,Raleigh NC
webpage/url:http://msn.foxsports.com/collegefootball/team/syracuse-orange-football/roster/86055?q=syracuse-orange-football|,1439,RostersTake1,RostersTake1,46,http://msn.foxsports.com/collegefootball/team/syracuse-orange-football/roster/86055?q=syracuse-orange-football,67,Michael Lasker,T,6; 3,6'3",320,Jr,Corona CA
webpage/url:http://msn.foxsports.com/collegefootball/team/north-carolina-tar-heels-football/roster/86047?q=north-carolina-tar-heels-football|,47,RostersTake1,RostersTake1,47,http://msn.foxsports.com/collegefootball/team/north-carolina-tar-heels-football/roster/86047?q=north-carolina-tar-heels-football,61,Conor Fry,LS,6; 2,6'2",240,So,Raleigh NC
webpage/url:http://msn.foxsports.com/collegefootball/team/duke-blue-devils-football/roster/86041?q=duke-blue-devils-football|,180,RostersTake1,RostersTake1,47,http://msn.foxsports.com/collegefootball/team/duke-blue-devils-football/roster/86041?q=duke-blue-devils-football,63,Zach Harmon,OL,6; 3,6'3",280,Fr,Toledo OH
webpage/url:http://msn.foxsports.com/collegefootball/team/clemson-tigers-football/roster/86040?q=clemson-tigers-football|,291,RostersTake1,RostersTake1,47,http://msn.foxsports.com/collegefootball/team/clemson-tigers-football/roster/86040?q=clemson-tigers-football,,Taylor Hearn,OL,6; 3,6'3",305,Fr,Williston SC
webpage/url:http://msn.foxsports.com/collegefootball/team/virginia-tech-hokies-football/roster/86054?q=virginia-tech-hokies-football|,409,RostersTake1,RostersTake1,47,http://msn.foxsports.com/collegefootball/team/virginia-tech-hokies-football/roster/86054?q=virginia-tech-hokies-football,34,Kyshoen Jarrett,S,5; 11,5'11",191,Sr,Tannersville PA
webpage/url:http://msn.foxsports.com/collegefootball/team/miami-(fl)-hurricanes-football/roster/86056?q=miami-(fl)-hurricanes-football|,512,RostersTake1,RostersTake1,47,http://msn.foxsports.com/collegefootball/team/miami-(fl)-hurricanes-football/roster/86056?q=miami-(fl)-hurricanes-football,75,Sean Harvey,OL,6; 4,6'4",290,Sr,Largo FL
webpage/url:http://msn.foxsports.com/collegefootball/team/florida-state-seminoles-football/roster/86043?q=florida-state-seminoles-football|,628,RostersTake1,RostersTake1,47,http://msn.foxsports.com/collegefootball/team/florida-state-seminoles-football/roster/86043?q=florida-state-seminoles-football,73,Joseph Hernandez,LB,6; 0,6'0",210,Fr,Miami Beach FL
webpage/url:http://msn.foxsports.com/collegefootball/team/boston-college-eagles-football/roster/86049?q=boston-college-eagles-football|,730,RostersTake1,RostersTake1,47,http://msn.foxsports.com/collegefootball/team/boston-college-eagles-football/roster/86049?q=boston-college-eagles-football,87,Malachi Moore,DE,6; 7,6'7",269,So,Hackettstown NJ
webpage/url:http://msn.foxsports.com/collegefootball/team/louisville-cardinals-football/roster/86145?q=louisville-cardinals-football|,800,RostersTake1,RostersTake1,47,http://msn.foxsports.com/collegefootball/team/louisville-cardinals-football/roster/86145?q=louisville-cardinals-football,35,Anthony George,K,6; 1,6'1",164,So,Louisville KY
webpage/url:http://msn.foxsports.com/collegefootball/team/georgia-tech-yellow-jackets-football/roster/86042?q=georgia-tech-yellow-jackets-football|,917,RostersTake1,RostersTake1,47,http://msn.foxsports.com/collegefootball/team/georgia-tech-yellow-jackets-football/roster/86042?q=georgia-tech-yellow-jackets-football,51,Anthony Harrell,LB,6; 2,6'2",230,Jr,Tampa FL
webpage/url:http://msn.foxsports.com/collegefootball/team/north-carolina-state-wolfpack-football/roster/86044?q=north-carolina-state-wolfpack-football|,1037,RostersTake1,RostersTake1,47,http://msn.foxsports.com/collegefootball/team/north-carolina-state-wolfpack-football/roster/86044?q=north-carolina-state-wolfpack-football,2,Josh Jones,S,6; 2,6'2",210,Fr,Walled Lake MI
webpage/url:http://msn.foxsports.com/collegefootball/team/virginia-cavaliers-football/roster/86046?q=virginia-cavaliers-football|,1153,RostersTake1,RostersTake1,47,http://msn.foxsports.com/collegefootball/team/virginia-cavaliers-football/roster/86046?q=virginia-cavaliers-football,6,Darius Jennings,WR,5; 11,5'11",175,Sr,Baltimore MD
webpage/url:http://msn.foxsports.com/collegefootball/team/pittsburgh-panthers-football/roster/86050?q=pittsburgh-panthers-football|,1254,RostersTake1,RostersTake1,47,http://msn.foxsports.com/collegefootball/team/pittsburgh-panthers-football/roster/86050?q=pittsburgh-panthers-football,2,Adonis Jennings,WR,6; 3,6'3",195,Fr,Sicklerville NJ
webpage/url:http://msn.foxsports.com/collegefootball/team/wake-forest-demon-deacons-football/roster/86045?q=wake-forest-demon-deacons-football|,1349,RostersTake1,RostersTake1,47,http://msn.foxsports.com/collegefootball/team/wake-forest-demon-deacons-football/roster/86045?q=wake-forest-demon-deacons-football,22,Ryan Janvion,S,5; 11,5'11",190,So,Pembroke Pines FL
webpage/url:http://msn.foxsports.com/collegefootball/team/syracuse-orange-football/roster/86055?q=syracuse-orange-football|,1440,RostersTake1,RostersTake1,47,http://msn.foxsports.com/collegefootball/team/syracuse-orange-football/roster/86055?q=syracuse-orange-football,84,Ben Lewis,WR,6; 2,6'2",194,So,Middletown MD
webpage/url:http://msn.foxsports.com/collegefootball/team/north-carolina-tar-heels-football/roster/86047?q=north-carolina-tar-heels-football|,48,RostersTake1,RostersTake1,48,http://msn.foxsports.com/collegefootball/team/north-carolina-tar-heels-football/roster/86047?q=north-carolina-tar-heels-football,44,Junior Gnonkonde,DE,6; 4,6'4",220,Fr,Lakeland GA
webpage/url:http://msn.foxsports.com/collegefootball/team/duke-blue-devils-football/roster/86041?q=duke-blue-devils-football|,181,RostersTake1,RostersTake1,48,http://msn.foxsports.com/collegefootball/team/duke-blue-devils-football/roster/86041?q=duke-blue-devils-football,70,Christian Harris,OL,6; 6,6'6",290,Fr,Suwanee GA
webpage/url:http://msn.foxsports.com/collegefootball/team/clemson-tigers-football/roster/86040?q=clemson-tigers-football|,292,RostersTake1,RostersTake1,48,http://msn.foxsports.com/collegefootball/team/clemson-tigers-football/roster/86040?q=clemson-tigers-football,5,Germone Hopper,WR,6; 0,6'0",180,So,Charlotte NC
webpage/url:http://msn.foxsports.com/collegefootball/team/virginia-tech-hokies-football/roster/86054?q=virginia-tech-hokies-football|,410,RostersTake1,RostersTake1,48,http://msn.foxsports.com/collegefootball/team/virginia-tech-hokies-football/roster/86054?q=virginia-tech-hokies-football,,Austin Jones,WR,6; 2,6'2",193,So,Mason OH
webpage/url:http://msn.foxsports.com/collegefootball/team/miami-(fl)-hurricanes-football/roster/86056?q=miami-(fl)-hurricanes-football|,513,RostersTake1,RostersTake1,48,http://msn.foxsports.com/collegefootball/team/miami-(fl)-hurricanes-football/roster/86056?q=miami-(fl)-hurricanes-football,16,Jake Heaps,QB,6; 1,6'1",210,Sr,Sammamish WA
webpage/url:http://msn.foxsports.com/collegefootball/team/florida-state-seminoles-football/roster/86043?q=florida-state-seminoles-football|,629,RostersTake1,RostersTake1,48,http://msn.foxsports.com/collegefootball/team/florida-state-seminoles-football/roster/86043?q=florida-state-seminoles-football,59,Ryan Hoefeld,OL,6; 3,6'3",285,Fr,Kenner LA
webpage/url:http://msn.foxsports.com/collegefootball/team/boston-college-eagles-football/roster/86049?q=boston-college-eagles-football|,731,RostersTake1,RostersTake1,48,http://msn.foxsports.com/collegefootball/team/boston-college-eagles-football/roster/86049?q=boston-college-eagles-football,2,Tyler Murphy,QB,6; 2,6'2",214,Sr,Wethersfield CT
webpage/url:http://msn.foxsports.com/collegefootball/team/louisville-cardinals-football/roster/86145?q=louisville-cardinals-football|,801,RostersTake1,RostersTake1,48,http://msn.foxsports.com/collegefootball/team/louisville-cardinals-football/roster/86145?q=louisville-cardinals-football,30,Tae'Shawn Gibbs,WR,5; 10,5'10",175,So,Louisville KY
webpage/url:http://msn.foxsports.com/collegefootball/team/georgia-tech-yellow-jackets-football/roster/86042?q=georgia-tech-yellow-jackets-football|,918,RostersTake1,RostersTake1,48,http://msn.foxsports.com/collegefootball/team/georgia-tech-yellow-jackets-football/roster/86042?q=georgia-tech-yellow-jackets-football,66,Blake Hembree,LB,6; 0,6'0",205,Jr,Canton GA
webpage/url:http://msn.foxsports.com/collegefootball/team/north-carolina-state-wolfpack-football/roster/86044?q=north-carolina-state-wolfpack-football|,1038,RostersTake1,RostersTake1,48,http://msn.foxsports.com/collegefootball/team/north-carolina-state-wolfpack-football/roster/86044?q=north-carolina-state-wolfpack-football,93,Justin Jones,DT,6; 3,6'3",275,Fr,Austell GA
webpage/url:http://msn.foxsports.com/collegefootball/team/virginia-cavaliers-football/roster/86046?q=virginia-cavaliers-football|,1154,RostersTake1,RostersTake1,48,http://msn.foxsports.com/collegefootball/team/virginia-cavaliers-football/roster/86046?q=virginia-cavaliers-football,15,Matt Johns,QB,6; 5,6'5",205,So,Chalfont PA
webpage/url:http://msn.foxsports.com/collegefootball/team/pittsburgh-panthers-football/roster/86050?q=pittsburgh-panthers-football|,1255,RostersTake1,RostersTake1,48,http://msn.foxsports.com/collegefootball/team/pittsburgh-panthers-football/roster/86050?q=pittsburgh-panthers-football,53,Dorian Johnson,OL,6; 5,6'5",300,So,Belle Vernon PA
webpage/url:http://msn.foxsports.com/collegefootball/team/wake-forest-demon-deacons-football/roster/86045?q=wake-forest-demon-deacons-football|,1350,RostersTake1,RostersTake1,48,http://msn.foxsports.com/collegefootball/team/wake-forest-demon-deacons-football/roster/86045?q=wake-forest-demon-deacons-football,9,Kevin Johnson,CB,6; 1,6'1",175,Sr,Clarksville MD
webpage/url:http://msn.foxsports.com/collegefootball/team/syracuse-orange-football/roster/86055?q=syracuse-orange-football|,1441,RostersTake1,RostersTake1,48,http://msn.foxsports.com/collegefootball/team/syracuse-orange-football/roster/86055?q=syracuse-orange-football,4,AJ Long,QB,5; 11,5'11",175,Fr,Lebanon TN
webpage/url:http://msn.foxsports.com/collegefootball/team/north-carolina-tar-heels-football/roster/86047?q=north-carolina-tar-heels-football|,49,RostersTake1,RostersTake1,49,http://msn.foxsports.com/collegefootball/team/north-carolina-tar-heels-football/roster/86047?q=north-carolina-tar-heels-football,39,Connor Gonet,RB,6; 0,6'0",220,So,Raleigh NC
webpage/url:http://msn.foxsports.com/collegefootball/team/duke-blue-devils-football/roster/86041?q=duke-blue-devils-football|,182,RostersTake1,RostersTake1,49,http://msn.foxsports.com/collegefootball/team/duke-blue-devils-football/roster/86041?q=duke-blue-devils-football,47,David Helton,LB,6; 4,6'4",240,Sr,Chattanooga TN
webpage/url:http://msn.foxsports.com/collegefootball/team/clemson-tigers-football/roster/86040?q=clemson-tigers-football|,293,RostersTake1,RostersTake1,49,http://msn.foxsports.com/collegefootball/team/clemson-tigers-football/roster/86040?q=clemson-tigers-football,22,D.J. Howard,RB,6; 0,6'0",195,Sr,Lincoln AL
webpage/url:http://msn.foxsports.com/collegefootball/team/virginia-tech-hokies-football/roster/86054?q=virginia-tech-hokies-football|,411,RostersTake1,RostersTake1,49,http://msn.foxsports.com/collegefootball/team/virginia-tech-hokies-football/roster/86054?q=virginia-tech-hokies-football,,Greg Jones,S,6; 2,6'2",203,So,Lorton VA
webpage/url:http://msn.foxsports.com/collegefootball/team/miami-(fl)-hurricanes-football/roster/86056?q=miami-(fl)-hurricanes-football|,514,RostersTake1,RostersTake1,49,http://msn.foxsports.com/collegefootball/team/miami-(fl)-hurricanes-football/roster/86056?q=miami-(fl)-hurricanes-football,23,Christopher Herndon IV,TE,6; 4,6'4",225,Fr,Norcross GA
webpage/url:http://msn.foxsports.com/collegefootball/team/florida-state-seminoles-football/roster/86043?q=florida-state-seminoles-football|,630,RostersTake1,RostersTake1,49,http://msn.foxsports.com/collegefootball/team/florida-state-seminoles-football/roster/86043?q=florida-state-seminoles-football,43,Desmond Hollin,DT,6; 4,6'4",286,Sr,Miami FL
webpage/url:http://msn.foxsports.com/collegefootball/team/boston-college-eagles-football/roster/86049?q=boston-college-eagles-football|,732,RostersTake1,RostersTake1,49,http://msn.foxsports.com/collegefootball/team/boston-college-eagles-football/roster/86049?q=boston-college-eagles-football,39,Atem Ntantang,CB,5; 11,5'11",190,Fr,Purcellville VA
webpage/url:http://msn.foxsports.com/collegefootball/team/louisville-cardinals-football/roster/86145?q=louisville-cardinals-football|,802,RostersTake1,RostersTake1,49,http://msn.foxsports.com/collegefootball/team/louisville-cardinals-football/roster/86145?q=louisville-cardinals-football,19,Reggie Green,QB,6; 1,6'1",201,Jr,Greenville NC
webpage/url:http://msn.foxsports.com/collegefootball/team/georgia-tech-yellow-jackets-football/roster/86042?q=georgia-tech-yellow-jackets-football|,919,RostersTake1,RostersTake1,49,http://msn.foxsports.com/collegefootball/team/georgia-tech-yellow-jackets-football/roster/86042?q=georgia-tech-yellow-jackets-football,26,Travin Henry,DE,6; 3,6'3",210,So,Adel GA
webpage/url:http://msn.foxsports.com/collegefootball/team/north-carolina-state-wolfpack-football/roster/86044?q=north-carolina-state-wolfpack-football|,1039,RostersTake1,RostersTake1,49,http://msn.foxsports.com/collegefootball/team/north-carolina-state-wolfpack-football/roster/86044?q=north-carolina-state-wolfpack-football,53,Tyler Jones,OL,6; 3,6'3",277,Fr,Stone Mountain GA
webpage/url:http://msn.foxsports.com/collegefootball/team/virginia-cavaliers-football/roster/86046?q=virginia-cavaliers-football|,1155,RostersTake1,RostersTake1,49,http://msn.foxsports.com/collegefootball/team/virginia-cavaliers-football/roster/86046?q=virginia-cavaliers-football,85,Keeon Johnson,WR,6; 3,6'3",200,So,Kannapolis NC
webpage/url:http://msn.foxsports.com/collegefootball/team/pittsburgh-panthers-football/roster/86050?q=pittsburgh-panthers-football|,1256,RostersTake1,RostersTake1,49,http://msn.foxsports.com/collegefootball/team/pittsburgh-panthers-football/roster/86050?q=pittsburgh-panthers-football,10,Ronald Jones,WR,5; 8,5'8",170,Jr,Fort Meade FL
webpage/url:http://msn.foxsports.com/collegefootball/team/wake-forest-demon-deacons-football/roster/86045?q=wake-forest-demon-deacons-football|,1351,RostersTake1,RostersTake1,49,http://msn.foxsports.com/collegefootball/team/wake-forest-demon-deacons-football/roster/86045?q=wake-forest-demon-deacons-football,37,Kevis Jones,LB,6; 2,6'2",230,So,Oakland Park FL
webpage/url:http://msn.foxsports.com/collegefootball/team/syracuse-orange-football/roster/86055?q=syracuse-orange-football|,1442,RostersTake1,RostersTake1,49,http://msn.foxsports.com/collegefootball/team/syracuse-orange-football/roster/86055?q=syracuse-orange-football,38,Cameron Lynch,LB,5; 11,5'11",230,Sr,Lawrenceville GA
webpage/url:http://msn.foxsports.com/collegefootball/team/north-carolina-tar-heels-football/roster/86047?q=north-carolina-tar-heels-football|,50,RostersTake1,RostersTake1,50,http://msn.foxsports.com/collegefootball/team/north-carolina-tar-heels-football/roster/86047?q=north-carolina-tar-heels-football,26,Dominique Green,DB,5; 11,5'11",185,Fr,Laurinburg NC
webpage/url:http://msn.foxsports.com/collegefootball/team/duke-blue-devils-football/roster/86041?q=duke-blue-devils-football|,183,RostersTake1,RostersTake1,50,http://msn.foxsports.com/collegefootball/team/duke-blue-devils-football/roster/86041?q=duke-blue-devils-football,57,Thomas Hennessy,LS,6; 3,6'3",235,So,Bardonia NY
webpage/url:http://msn.foxsports.com/collegefootball/team/clemson-tigers-football/roster/86040?q=clemson-tigers-football|,294,RostersTake1,RostersTake1,50,http://msn.foxsports.com/collegefootball/team/clemson-tigers-football/roster/86040?q=clemson-tigers-football,13,Adam Humphries,WR,5; 11,5'11",190,Sr,Spartanburg SC
webpage/url:http://msn.foxsports.com/collegefootball/team/virginia-tech-hokies-football/roster/86054?q=virginia-tech-hokies-football|,412,RostersTake1,RostersTake1,50,http://msn.foxsports.com/collegefootball/team/virginia-tech-hokies-football/roster/86054?q=virginia-tech-hokies-football,80,Demitri Knowles,WR,6; 1,6'1",178,Jr,Lynchburg VA
webpage/url:http://msn.foxsports.com/collegefootball/team/miami-(fl)-hurricanes-football/roster/86056?q=miami-(fl)-hurricanes-football|,515,RostersTake1,RostersTake1,50,http://msn.foxsports.com/collegefootball/team/miami-(fl)-hurricanes-football/roster/86056?q=miami-(fl)-hurricanes-football,22,Kiy Hester,DB,6; 0,6'0",205,Fr,Wayne NJ
webpage/url:http://msn.foxsports.com/collegefootball/team/florida-state-seminoles-football/roster/86043?q=florida-state-seminoles-football|,631,RostersTake1,RostersTake1,50,http://msn.foxsports.com/collegefootball/team/florida-state-seminoles-football/roster/86043?q=florida-state-seminoles-football,18,Ro'Derrick Hoskins,LB,6; 3,6'3",235,Fr,Orlando FL
